Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_451;18;20;4;23;22
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_541;18;20;4;27;22
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_631;18;20;4;22;27
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_721;18;20;4;21;22
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_811;18;20;4;22;19
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_901;18;20;26;21;27
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_991;18;20;22;4;21
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1081;18;20;4;22;21
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1171;18;20;22;21;26
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1261;18;20;4;23;22
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1351;18;20;4;22;23
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1441;18;22;20;21;4
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1531;18;20;4;22;21
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1621;18;20;4;23;22
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1711;18;20;21;4;23
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1801;18;20;4;23;30
Talking/2018-03-11.16-45-00.16-50-00.school.G299_29-kf1_1891;18;20;21;22;4
person_picks_up_object/2018-03-11.11-20-00.11-25-00.school.G330_237-kf1_1;25;12;26;24;22
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_1;18;26;25;20;24
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_91;18;26;25;20;4
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_181;20;18;26;4;25
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_271;20;18;26;4;21
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_361;20;18;4;6;26
specialized_texting_phone/2018-03-11.16-15-00.16-20-00.school.G299_410-kf1_451;20;18;4;26;12
person_enters_through_structure/2018-03-11.16-20-00.16-25-01.school.G423_25-kf1_1;4;6;18;10;0
Talking/2018-03-11.11-55-00.12-00-00.school.G299_53-kf1_1;18;20;0;4;19
Talking/2018-03-11.11-55-00.12-00-00.school.G299_53-kf1_91;18;0;20;4;27
Talking/2018-03-11.11-55-00.12-00-00.school.G299_53-kf1_181;18;20;27;4;6
Talking/2018-03-11.11-55-00.12-00-00.school.G299_53-kf1_271;18;20;27;4;6
person_picks_up_object/2018-03-11.11-20-00.11-25-00.school.G330_185-kf1_1;12;25;26;24;21
person_sets_down_object/2018-03-11.16-15-00.16-20-00.school.G299_327-kf1_1;26;25;12;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1;26;25;12;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_91;18;12;25;26;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_181;18;12;26;25;20
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_271;18;12;26;20;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_361;12;25;26;18;24
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_451;18;12;20;26;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_541;12;24;25;26;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_631;18;12;25;26;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_721;12;26;25;24;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_811;12;26;25;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_901;26;12;25;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_991;26;25;12;18;24
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1081;26;25;12;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1171;26;12;25;18;20
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1261;26;12;18;20;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1351;26;12;20;18;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1441;26;12;25;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1531;18;26;12;25;20
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1621;26;18;25;12;24
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1711;26;12;25;24;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1801;18;25;26;27;12
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1891;26;25;12;24;18
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_1981;26;12;25;24;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2071;18;26;12;27;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2161;18;26;25;27;12
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2251;18;20;26;23;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2341;18;20;23;27;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2431;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2521;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2611;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2701;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2791;18;20;23;22;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2881;18;20;23;4;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_2971;18;20;27;23;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3061;18;20;23;27;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3151;18;20;27;23;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3241;18;20;23;27;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3331;18;20;23;27;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3421;18;20;23;26;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3511;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3601;18;20;4;23;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3691;18;20;4;23;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3781;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3871;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_3961;18;27;20;26;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4051;18;20;23;4;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4141;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4231;18;20;4;27;23
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4321;18;20;4;23;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4411;18;20;23;4;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4501;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4591;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4681;18;27;20;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4771;18;20;27;23;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4861;18;20;27;23;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_4951;18;27;26;20;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5041;18;20;27;23;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5131;18;27;20;26;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5221;18;20;23;26;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5311;18;20;27;4;23
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5401;18;20;23;27;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5491;18;20;23;4;22
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5581;18;20;4;23;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5671;18;20;4;23;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5761;18;20;27;4;23
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5851;18;20;27;4;23
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_5941;18;27;20;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6031;18;27;20;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6121;18;20;23;4;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6211;18;27;26;20;24
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6301;18;27;20;26;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6391;18;20;27;26;23
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6481;18;20;27;23;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6571;18;20;23;26;22
Talking/2018-03-11.16-25-00.16-30-00.school.G330_171-kf1_6661;18;20;26;23;25
person_exits_vehicle/2018-03-15.14-55-00.15-00-00.school.G339_18-kf1_1;0;18;12;6;31
Transport_HeavyCarry/2018-03-11.16-15-00.16-20-00.school.G299_236-kf1_1;26;12;25;24;21
person_picks_up_object/2018-03-11.11-20-00.11-25-00.school.G330_8-kf1_1;12;26;25;24;18
vehicle_stopping/2018-03-11.16-10-01.16-15-01.bus.G506_2-kf1_1;15;14;16;32;31
person_exits_through_structure/2018-03-11.16-20-00.16-25-01.school.G423_18-kf1_1;4;6;18;10;12
person_picks_up_object/2018-03-11.11-20-00.11-25-00.school.G330_296-kf1_1;25;12;26;24;22
person_opens_vehicle_door/2018-03-11.14-20-02.14-25-01.school.G424_1-kf1_1;11;2;5;7;18
Transport_HeavyCarry/2018-03-11.16-15-00.16-20-00.school.G299_358-kf1_1;12;26;25;24;6
person_sitting_down/2018-03-11.16-25-00.16-30-00.school.G330_47-kf1_1;22;21;26;25;18
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1;18;20;27;0;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_91;18;27;0;6;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_181;18;27;6;4;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_271;18;27;6;4;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_361;18;27;20;6;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_451;18;27;6;4;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_541;18;4;27;6;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_631;18;27;4;6;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_721;18;4;20;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_811;18;6;4;20;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_901;18;20;6;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_991;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1081;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1171;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1261;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1351;18;27;6;20;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1441;18;6;20;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1531;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1621;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1711;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1801;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1891;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_1981;18;20;6;4;10
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2071;18;20;4;6;10
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2161;18;20;4;6;10
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2251;18;20;4;6;10
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2341;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2431;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2521;18;20;6;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2611;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2701;18;4;20;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2791;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2881;18;20;4;6;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_11-kf1_2971;18;20;4;6;27
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_1;18;21;26;22;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_91;18;20;12;26;25
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_181;18;20;19;21;4
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_271;18;20;19;21;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_361;18;21;22;20;26
Talking/2018-03-11.16-25-00.16-30-00.school.G330_255-kf1_451;18;20;21;22;4
person_sitting_down/2018-03-11.16-25-00.16-30-00.school.G330_31-kf1_1;22;21;26;25;18
person_sets_down_object/2018-03-11.11-20-00.11-25-00.school.G330_510-kf1_1;26;25;12;24;21
Transport_HeavyCarry/2018-03-11.16-15-00.16-20-00.school.G299_242-kf1_1;12;26;25;24;21
person_picks_up_object/2018-03-11.11-20-00.11-25-00.school.G330_500-kf1_1;12;26;25;19;20
person_enters_through_structure/2018-03-11.12-00-00.12-05-00.school.G420_17-kf1_1;6;4;10;18;1
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_1;18;20;23;22;21
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_91;18;20;23;22;21
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_181;18;20;23;21;22
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_271;18;20;23;22;21
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_361;18;20;23;22;21
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_451;18;20;22;23;21
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_541;18;22;21;20;26
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_631;18;22;21;26;20
specialized_texting_phone/2018-03-11.11-15-00.11-20-00.school.G299_27-kf1_721;18;20;23;22;21
Transport_HeavyCarry/2018-03-11.16-15-00.16-20-00.school.G299_179-kf1_1;12;25;26;24;22
vehicle_starting/2018-03-15.14-55-00.15-00-00.school.G339_74-kf1_1;0;31;33;32;14
vehicle_starting/2018-03-15.14-55-00.15-00-00.school.G339_74-kf1_91;0;14;15;32;31
person_picks_up_object/2018-03-11.11-55-00.12-00-00.school.G299_49-kf1_1;18;27;24;6;25
Transport_HeavyCarry/2018-03-11.11-20-00.11-25-00.school.G330_371-kf1_1;26;25;12;24;18
person_sets_down_object/2018-03-11.11-20-00.11-25-00.school.G330_17-kf1_1;25;12;26;24;22
person_picks_up_object/2018-03-11.16-15-00.16-20-00.school.G299_283-kf1_1;25;12;26;24;27
person_exits_vehicle/2018-03-11.11-30-08.11-35-08.hospital.G436_30-kf1_1;18;11;5;2;7
person_exits_vehicle/2018-03-11.16-15-01.16-20-01.school.G336_57-kf1_1;2;5;11;7;34
Talking/2018-03-11.16-35-02.16-40-02.school.G424_53-kf1_1;0;20;18;4;19
Talking/2018-03-11.16-35-02.16-40-02.school.G424_53-kf1_91;18;6;20;0;12
Talking/2018-03-11.16-35-02.16-40-02.school.G424_53-kf1_181;18;6;4;20;12
person_closes_vehicle_door/2018-03-11.16-35-02.16-40-02.school.G424_12-kf1_1;11;2;5;7;3
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1;18;0;27;20;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_91;18;27;20;6;12
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_181;18;20;0;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_271;18;20;27;0;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_361;18;20;27;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_451;18;20;27;4;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_541;18;20;27;0;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_631;18;27;28;6;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_721;18;20;27;0;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_811;18;20;27;0;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_901;18;20;0;27;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_991;0;18;20;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1081;18;20;0;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1171;18;20;27;0;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1261;18;20;27;4;22
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1351;18;20;27;4;22
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1441;18;20;27;4;22
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1531;18;27;0;28;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1621;18;27;0;20;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1711;18;27;20;28;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1801;18;27;28;0;22
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1891;18;20;27;28;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_1981;18;27;28;20;25
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2071;18;27;28;20;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2161;18;27;28;20;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2251;18;27;20;28;22
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2341;18;27;28;25;26
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2431;18;27;0;28;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2521;18;27;28;20;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2611;18;20;0;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2701;18;0;20;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2791;18;20;0;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2881;18;20;27;28;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_2971;18;0;20;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3061;18;27;0;20;25
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3151;18;20;27;0;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3241;18;20;27;28;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3331;18;27;20;28;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3421;18;27;4;0;20
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3511;18;27;4;6;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3601;18;20;19;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3691;18;0;20;27;28
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3781;18;20;0;27;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3871;18;20;0;19;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_3961;18;20;27;28;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4051;18;27;20;28;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4141;18;0;20;27;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4231;18;20;0;27;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4321;18;20;27;19;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4411;18;20;27;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4501;18;20;4;19;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4591;18;20;27;19;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4681;18;20;27;4;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4771;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4861;18;20;27;6;10
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_4951;18;20;27;6;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5041;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5131;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5221;18;20;27;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5311;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5401;18;20;27;4;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5491;18;20;27;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5581;18;20;4;27;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5671;18;20;27;6;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5761;18;27;28;20;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5851;18;27;28;20;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_5941;18;20;27;28;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6031;18;20;27;28;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6121;18;20;27;4;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6211;18;27;20;28;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6301;18;27;28;20;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6391;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6481;18;20;19;0;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6571;18;20;19;0;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6661;18;20;19;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6751;18;20;27;4;6
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6841;18;20;19;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_6931;18;20;19;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7021;18;20;19;27;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7111;18;20;27;19;4
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7201;18;20;27;4;19
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7291;18;27;28;20;0
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7381;18;20;19;4;27
Talking/2018-03-11.11-15-00.11-20-00.school.G299_53-kf1_7471;18;20;27;4;19
